=X=X=X=X=X=X=X=X=X=X= FICHERO CSV =X=X=X=X=X=X=X=X=X=

 ============ LISTA EVENTOS GRATIS ===========

 Total: 768

(11951201) Titulo: 20 a tocar, Precio: 0, Gratis: true, Direccion: CP: 28026, CALLE CERECINOS
(11965573) Titulo: Taller de danza africana, Precio: 0, Gratis: true, Direccion: CP: 28022, AVENIDA S�PTIMA
(11933580) Titulo: Taller de dibujo e ilustraci�n., Precio: 0, Gratis: true, Direccion: CP: 28026, CALLE AVENA
(11756649) Titulo: Taller de espa�ol para extranjeros, Precio: 0, Gratis: true, Direccion: CP: 28042, AVENIDA LOGRO�O
(11919371) Titulo: Taller de gesti�n de ansiedad y estr�s, Precio: 0, Gratis: true, Direccion: CP: 28033, CALLE SANTA VIRGILIA
(11939978) Titulo: Taller de Habilidades Sociales: Aprender a Debatir, Precio: 0, Gratis: true, Direccion: CP: 28041, CALLE LOS BOHEMIOS
(11932200) Titulo: Taller de huerta ecol�gica en la temporada de primavera, Precio: 0, Gratis: true, Direccion: CP: 28026, CALLE DOCTOR TOLOSA LATOUR
(11964601) Titulo: Taller de iniciaci�n al Mindfulness, Precio: 0, Gratis: true, Direccion: CP: 28036, CALLE MANUEL FERRERO
(11933618) Titulo: Taller de inteligencia emocional, Precio: 0, Gratis: true, Direccion: CP: 28026, CALLE AVENA
(11946730) Titulo: Taller de lectura y escritura, Precio: 0, Gratis: true, Direccion: CP: 28033, CALLE SANTA VIRGILIA
(11965357) Titulo: Taller de Musicoterapia, Precio: 0, Gratis: true, Direccion: CP: 28021, CALLE DOCTOR MARTIN AREVALO
(11962171) Titulo: Taller de Risoterapia, Precio: 0, Gratis: true, Direccion: CP: 28041, CALLE LOS BOHEMIOS
(11965587) Titulo: Taller detective bot�nico, Precio: 0, Gratis: true, Direccion: CP: 28011, PARQUE CASA DE CAMPO (JUNTO AL EMBARCADERO DEL LAGO)
(11965403) Titulo: Taller detective bot�nico, Precio: 0, Gratis: true, Direccion: CP: 28011, PARQUE CASA DE CAMPO (JUNTO AL EMBARCADERO DEL LAGO)
(10861785) Titulo: Taller infantil: Puro teatro, Precio: 0, Gratis: true, Direccion: CP: 28002, CALLE MANTUANO
(11933407) Titulo: Taller Medioambiente, Precio: 0, Gratis: true, Direccion: CP: 28026, CALLE AVENA
(11932121) Titulo: Taller reutilizando materiales para celebrar el D�a Mundial del agua, Precio: 0, Gratis: true, Direccion: CP: 28026, CALLE DOCTOR TOLOSA LATOUR
(11782633) Titulo: Taller T�cnicas de Estudio y Clases de Apoyo, Precio: 0, Gratis: true, Direccion: CP: 28021, ACCESO COLONIA MARCONI
(11939884) Titulo: Taller 'El mundo de los �rboles': Identificaci�n de �rboles y elaboraci�n de bombas de semillas, Precio: 0, Gratis: true, Direccion: CP: 28009, Ntilde EZ
(11933050) Titulo: Talleres de cocina, Precio: 0, Gratis: true, Direccion: CP: 28026, CALLE AVENA
(11950671) Titulo: Talleres Divulgativos: `Paleo en el Barrio�, Precio: 0, Gratis: true, Direccion: CP: 28021, ACCESO COLONIA MARCONI
(11945810) Titulo: Talleres familiares, Precio: 0, Gratis: true, Direccion: CP: 28009, PASEO FERNAN NU�EZ
(11933030) Titulo: Taller: El libro de Pipo, Precio: 0, Gratis: true, Direccion: CP: 28026, CALLE AVENA
(11934295) Titulo: Tarde de ajedrez, Precio: 0, Gratis: true, Direccion: CP: 28026, CALLE AVENA
(11957931) Titulo: Tarde de juegos, Precio: 0, Gratis: true, Direccion: CP: 28002, CALLE MANTUANO
(11919393) Titulo: Tarde de luces y algo mas, Precio: 0, Gratis: true, Direccion: CP: 28033, CALLE SANTA VIRGILIA
(11804402) Titulo: Tardes de juego en la Biblioteca, Precio: 0, Gratis: true, Direccion: CP: 28024, CALLE GRANJA DE TORREHERMOSA
(11911454) Titulo: Teatralizadas. Taller de teatro, Precio: 0, Gratis: true, Direccion: CP: 28041, CALLE GRAN AVENIDA
(11693867) Titulo: Teatro del privado horror, Precio: Entrada gratuita�, Gratis: true, Direccion: CP: 28012, CALLE PRINCIPE
(11965320) Titulo: Teatro Infantil: `Ding - Dong�, Precio: 0, Gratis: true, Direccion: CP: 28021, CALLE DOCTOR MARTIN AREVALO
(11948722) Titulo: Teatro Infantil: `La Vuelta al Mundo en un Cocodrilo�, Precio: 0, Gratis: true, Direccion: CP: 28021, AVENIDA LOS ROSALES
(11936754) Titulo: Teatro Musical Infantil: `Coser y Cantar�, Precio: 0, Gratis: true, Direccion: CP: 28041, CALLE LOS BOHEMIOS
(11961066) Titulo: Teatro Musical Infantil: `La Cocina de los Libros�, Precio: 0, Gratis: true, Direccion: CP: 28041, CALLE LOS BOHEMIOS
(11946119) Titulo: Teatro: Relaci�n abierta, Precio: 0, Gratis: true, Direccion: CP: 28002, CALLE MANTUANO
(11948116) Titulo: Teatro: `No hay ladr�n que por bien no venga�, Precio: 0, Gratis: true, Direccion: CP: 28021, AVENIDA LOS ROSALES
(11941050) Titulo: Teatro: 'Back up'., Precio: 0, Gratis: true, Direccion: CP: 28029, PLAZA DONOSO
(11966000) Titulo: Teatro: 'LOS HABITOS DE UNA MUJER REBELDE'. A cargo de la compa��a Azares Teatros., Precio: 0, Gratis: true, Direccion: CP: 28020, CALLE BRAVO MURILLO
(11941052) Titulo: Teatro: 'Un paseo por tu vida'., Precio: 0, Gratis: true, Direccion: CP: 28029, PLAZA DONOSO
(11933549) Titulo: T�cnicas de estudio, Precio: 0, Gratis: true, Direccion: CP: 28026, CALLE AVENA
(11887903) Titulo: Tertulia Literaria Hispanoamericana Rafael Montesinos, Precio: 0, Gratis: true, Direccion: CP: 28009, PASEO FERN�N N��EZ
(11887905) Titulo: Tertulia Literaria Hispanoamericana Rafael Montesinos, Precio: 0, Gratis: true, Direccion: CP: 28009, PASEO FERN�N N��EZ
(11887901) Titulo: Tertulia Literaria Hispanoamericana Rafael Montesinos, Precio: 0, Gratis: true, Direccion: CP: 28009, PASEO FERN�N N��EZ
(11963408) Titulo: Tertulia literaria 'El Escribidor'. Homenaje a Mar�a Victoria Reyz�bal y presentaci�n de 'Grageas reflexivas', Precio: 0, Gratis: true, Direccion: CP: 28004, CALLE BARCELO
(11883622) Titulo: Tertulias en lat�n, Precio: 0, Gratis: true, Direccion: CP: 28005, CALLE SAN JUSTO
(11965636) Titulo: The Ambassador, Precio: 0, Gratis: true, Direccion: CP: 28039, CALLE ALMANSA
(11939905) Titulo: The blind side, Precio: 0, Gratis: true, Direccion: CP: 28053, CALLE CONCEJO DE TEVERGA
(11896779) Titulo: Tilindula, memorias de una mujer invisible, Precio: 0, Gratis: true, Direccion: CP: 28043, CALLE CARRIL DEL CONDE
(11965992) Titulo: Tina Calcetina, Precio: 0, Gratis: true, Direccion: CP: 28022, CALLE FEBRERO
(11965520) Titulo: Titirilandia se congela, Precio: 0, Gratis: true, Direccion: CP: Sin datos,  
(11943034) Titulo: Toda una vida, Precio: 0, Gratis: true, Direccion: CP: 28045, PASEO CHOPERA
(11827079) Titulo: Toda una vida, Precio: 0, Gratis: true, Direccion: CP: 28035, GLORIETA PRADERA DE VAQUERIZAS
(11896732) Titulo: Togo: una ruta etnogr�fica diferente, Precio: 0, Gratis: true, Direccion: CP: 28009, PASEO FERN�N N��EZ
(11934692) Titulo: Torneillo de NBA 2K23, Precio: 0, Gratis: true, Direccion: CP: 28026, CALLE AVENA
(11934022) Titulo: Torneillo Fifa, Precio: 0, Gratis: true, Direccion: CP: 28026, CALLE AVENA
(11907587) Titulo: Torneo de Cat�n en la Biblioteca Eugenio Tr�as, Precio: 0, Gratis: true, Direccion: CP: 28009, PASEO FERN�N N��EZ
(11965525) Titulo: Transformaci�n de una caja de zapatos, Precio: 0, Gratis: true, Direccion: CP: 28022, AVENIDA S�PTIMA
(11932893) Titulo: Trapos - Barajas, Precio: 0, Gratis: true, Direccion: CP: 28042, CALLE BOTICA
(11965529) Titulo: Trashumancia, Precio: 0, Gratis: true, Direccion: CP: Sin datos,  
(11964427) Titulo: Trashumancia y c�as pecuarias: corredores vivos que conectan territorio., Precio: 0, Gratis: true, Direccion: CP: 28009, PASEO FERN�N N��EZ
(11957802) Titulo: Trazos con alma 11, Precio: 0, Gratis: true, Direccion: CP: 28031, CALLE MANUEL VELEZ
(11940871) Titulo: Tributo a Barbara Streisand, Precio: 0, Gratis: true, Direccion: CP: 28024, CARRETERA BOADILLA DEL MONTE
(11936844) Titulo: Tr�o de cuatro, Precio: 0, Gratis: true, Direccion: CP: 28021, CALLE MARIA MARTINEZ OVIOL
(11958099) Titulo: Tropicalios Band, Precio: 0, Gratis: true, Direccion: CP: 28031, CALLE MONTE DE MONTJUICH
(11937230) Titulo: Trovadores Urbanos, Precio: 0, Gratis: true, Direccion: CP: 28011, CALLE MARIA DEL CARMEN
(11932994) Titulo: Tu compi de juegos, Precio: 0, Gratis: true, Direccion: CP: 28026, CALLE AVENA
(11913910) Titulo: Tu paz: silencio y quietud, Precio: 0, Gratis: true, Direccion: CP: 28009, PASEO FERN�N N��EZ
(11958252) Titulo: Un paseo por el pasado, presente y futuro del Canalillo, Precio: 0, Gratis: true, Direccion: CP: 28039, PARQUE DEHESA DE LA VILLA
(11964943) Titulo: Una aproximaci�n al autismo, Precio: 0, Gratis: true, Direccion: CP: 28022, CALLE MARIA SEVILLA DIAGO
(11945041) Titulo: Una tarde de violonchelo Suzuki, Precio: 0, Gratis: true, Direccion: CP: 28029, AVENIDA MONFORTE DE LEMOS
(11944351) Titulo: Vamos al circo, Precio: 0, Gratis: true, Direccion: CP: 28035, CALLE ANTONIO MACHADO
(11965788) Titulo: Vanidades de la vida, Precio: 0, Gratis: true, Direccion: CP: 28022, CALLE FEBRERO
(11962301) Titulo: Vaya Movida de Musical, Precio: 0, Gratis: true, Direccion: CP: 28044, AVENIDA LAS AGUILAS
(11964627) Titulo: Veinticinco a�os menos un d�a, Precio: 0, Gratis: true, Direccion: CP: 28037, CALLE SAN ROM�N DEL VALLE
(11806152) Titulo: Ven a jugar a la biblioteca, Precio: 0, Gratis: true, Direccion: CP: 28022, CALLE MARIA SEVILLA DIAGO
(11933137) Titulo: Ven a moverte, Precio: 0, Gratis: true, Direccion: CP: 28026, CALLE AVENA
(11945838) Titulo: Verm� - Vicalvaro, Precio: 0, Gratis: true, Direccion: CP: 28032, PASEO POLIDEPORTIVO
(11940792) Titulo: Versados Colecci�n. Ilustraciones de Silvia Bleu., Precio: 0, Gratis: true, Direccion: CP: 28024, CALLE FUENTE DEL TIRO
(11148281) Titulo: Versos de mujer, Precio: 0, Gratis: true, Direccion: CP: 28029, CALLE ARZOBISPO MORCILLO
(11912808) Titulo: Versos que anidan - Chamartin, Precio: 0, Gratis: true, Direccion: CP: 28016, AVENIDA RAMON Y CAJAL
(11932890) Titulo: Vestigio, Precio: 0, Gratis: true, Direccion: CP: 28030, AVENIDA MORATALAZ
(11923117) Titulo: Vida y obra de Emilia Pardo Baz�n, Precio: 0, Gratis: true, Direccion: CP: 28001, CALLE GOYA
(11951360) Titulo: Vida, amor y poes�a, Precio: 0, Gratis: true, Direccion: CP: 28009, PASEO FERN�N N��EZ
(11963165) Titulo: V�deoforum 'Narraciones para un despertar en salud mental', Precio: 0, Gratis: true, Direccion: CP: 28022, CALLE MARIA SEVILLA DIAGO
(11957730) Titulo: Vino y queso, nuestra cultura, Precio: 0, Gratis: true, Direccion: CP: 28031, CALLE ZAZUAR
(11964434) Titulo: Virtudes Moreno, Precio: 0, Gratis: true, Direccion: CP: 28032, BULEVAR INDALECIO PRIETO
(11941683) Titulo: Visita a la exposici�n Voces de mujeres. Museo del Romanticismo, Precio: 0, Gratis: true, Direccion: CP: 28043, CALLE MATAPOZUELOS
(11941762) Titulo: Visita a la exposici�n 'Leonora Carrington. Revelaci�n'. Fundaci�n Mapfre, Precio: 0, Gratis: true, Direccion: CP: 28016, CALLE ENRIQUE JARDIEL PONCELA
(11941902) Titulo: Visita a la exposici�n 'Perdona, estoy hablando'. CentroCentro, Precio: 0, Gratis: true, Direccion: CP: 28019, CALLE COMANDANTE FONTANES
(11941892) Titulo: Visita a la exposici�n 'Perdona, estoy hablando'. CentroCentro, Precio: 0, Gratis: true, Direccion: CP: 28042, CALLE PLAYA DE SAN JUAN
(11941915) Titulo: Visita a la exposici�n 'Perdona, estoy hablando'. CentroCentro, Precio: 0, Gratis: true, Direccion: CP: 28015, CALLE ANDRES MELLADO
(11941911) Titulo: Visita a la exposici�n 'Perdona, estoy hablando'. CentroCentro, Precio: 0, Gratis: true, Direccion: CP: 28022, PLAZA EURIPIDES
(11964485) Titulo: Visita a la exposici�n 'Perdona, estoy hablando'. CentroCentro, Precio: 0, Gratis: true, Direccion: CP: 28007, CALLE ARREGUI Y ARUEJ
(11964582) Titulo: Visita a las galer�as de agua de Amaniel, Precio: 0, Gratis: true, Direccion: CP: 28039, PARQUE DEHESA DE LA VILLA
(11964597) Titulo: Visita a las galer�as de agua de Amaniel, Precio: 0, Gratis: true, Direccion: CP: 28039, PARQUE DEHESA DE LA VILLA
(11964595) Titulo: Visita a las galer�as de agua de Amaniel, Precio: 0, Gratis: true, Direccion: CP: 28039, PARQUE DEHESA DE LA VILLA
(11964593) Titulo: Visita a las galer�as de agua de Amaniel, Precio: 0, Gratis: true, Direccion: CP: 28039, PARQUE DEHESA DE LA VILLA
(11964594) Titulo: Visita a las galer�as de agua de Amaniel, Precio: 0, Gratis: true, Direccion: CP: 28039, PARQUE DEHESA DE LA VILLA
(11940582) Titulo: Visita a los Jardines de los Palacios de la Finca de Vista Alegre, Precio: 0, Gratis: true, Direccion: CP: 28009, Ntilde EZ
(11947391) Titulo: Visita Guiada a la Sala de Arte del Banco Santander, Precio: 0, Gratis: true, Direccion: CP: 28021, CALLE DOCTOR MARTIN AREVALO
(11958530) Titulo: Visita guiada al Museo de Bomberos, Precio: 0, Gratis: true, Direccion: CP: 28032, BULEVAR INDALECIO PRIETO
(11965633) Titulo: Visita guiada al Parque de la Quinta del Berro., Precio: 0, Gratis: true, Direccion: CP: 28039, CALLE ALMANSA
(11965766) Titulo: Visita guiada al Parque del Campo del Moro, Precio: 0, Gratis: true, Direccion: CP: 28039, CALLE ALMANSA
(11939019) Titulo: Visita guiada por Madrid, Precio: 0, Gratis: true, Direccion: CP: Sin datos,  
(11955776) Titulo: Visita guiada por Madrid, Precio: 0, Gratis: true, Direccion: CP: Sin datos,  
(11955793) Titulo: Visita guiada por Madrid: El sal�n del Prado, Precio: 0, Gratis: true, Direccion: CP: Sin datos,  
(11918983) Titulo: Visita guiada: 'El Real Sitio del Retiro', Precio: 0, Gratis: true, Direccion: CP: 28017, CALLE NUESTRA SE�ORA DEL VILLAR
(11920191) Titulo: Visita guiada: 'El Real Sitio del Retiro', Precio: 0, Gratis: true, Direccion: CP: 28017, CALLE NUESTRA SE�ORA DEL VILLAR
(11959555) Titulo: Visita guiada: 'La inquisici�n en Madrid', Precio: 0, Gratis: true, Direccion: CP: 28017, CALLE NUESTRA SE�ORA DEL VILLAR
(11959552) Titulo: Visita guiada: 'Las rutas del agua: El viaje de agua de Amaniel o de Palacio', Precio: 0, Gratis: true, Direccion: CP: 28017, CALLE NUESTRA SE�ORA DEL VILLAR
(11899470) Titulo: Visitas guiadas a CentroCentro, Precio: 0, Gratis: true, Direccion: CP: 28014, PLAZA CIBELES
(11921959) Titulo: Viva la comedia, Precio: 0, Gratis: true, Direccion: CP: 28041, PLAZA PUEBLO
(11958608) Titulo: Viva San Isidro, Precio: 0, Gratis: true, Direccion: CP: 28031, CALLE ZAZUAR
(11944771) Titulo: Vive Iberia, Precio: 0, Gratis: true, Direccion: CP: 28042, CALLE BOTICA
(11848923) Titulo: Vivero: el viaje de la planta, Precio: 0, Gratis: true, Direccion: CP: 28011, PARQUE CASA DE CAMPO (JUNTO AL EMBARCADERO DEL LAGO)
(11895543) Titulo: Vivero: el viaje de la planta, Precio: 0, Gratis: true, Direccion: CP: 28011, PARQUE CASA DE CAMPO (JUNTO AL EMBARCADERO DEL LAGO)
(11946826) Titulo: Vivir sin miedo, vivir con memoria, Precio: 0, Gratis: true, Direccion: CP: 28050, CALLE PRINCESA DE EBOLI
(11895662) Titulo: Webinario: Avances en investigaci�n ligados a los artr�podos, Precio: 0, Gratis: true, Direccion: CP: 28011, PARQUE CASA DE CAMPO (JUNTO AL EMBARCADERO DEL LAGO)
(11964744) Titulo: Webinario: Cangrejos e invertebrados invasores, Precio: 0, Gratis: true, Direccion: CP: 28011, PARQUE CASA DE CAMPO (JUNTO AL EMBARCADERO DEL LAGO)
(11964740) Titulo: Webinario: El libro de las abejas, Precio: 0, Gratis: true, Direccion: CP: 28011, PARQUE CASA DE CAMPO (JUNTO AL EMBARCADERO DEL LAGO)
(11963197) Titulo: Webinario: Entomolog�a forense, Precio: 0, Gratis: true, Direccion: CP: 28011, PARQUE CASA DE CAMPO (JUNTO AL EMBARCADERO DEL LAGO)
(11928863) Titulo: Webinario: Iniciaci�n al uso de la bicicleta, Precio: 0, Gratis: true, Direccion: CP: Sin datos,  
(11963174) Titulo: Webinario: Miri�podos, Precio: 0, Gratis: true, Direccion: CP: 28011, PARQUE CASA DE CAMPO (JUNTO AL EMBARCADERO DEL LAGO)
(11956968) Titulo: WikInvisibles, Precio: Gratuito, Gratis: true, Direccion: CP: 28045, PASEO CHOPERA
(11633128) Titulo: XV Premio de Microrrelatos 'Microhistorias en el ascensor', Precio: 0, Gratis: true, Direccion: CP: Sin datos,  
(11938028) Titulo: XXII Exposici�n colectiva de pintura, Precio: 0, Gratis: true, Direccion: CP: 28053, CALLE CONCEJO DE TEVERGA
(11896780) Titulo: Yerma, Precio: 0, Gratis: true, Direccion: CP: 28043, CALLE CARRIL DEL CONDE
(11942841) Titulo: Yo me bajo en la pr�xima �y usted?, Precio: 0, Gratis: true, Direccion: CP: 28045, PASEO CHOPERA
(11940470) Titulo: Yo no tengo Miedo, Precio: 0, Gratis: true, Direccion: CP: 28034, PLAZA ISLAS AZORES
(11944297) Titulo: Yo tambi�n, Precio: 0, Gratis: true, Direccion: CP: 28045, CALLE CANARIAS
(11958800) Titulo: '120 a�os moviendo Madrid', Precio: 0, Gratis: true, Direccion: CP: Sin datos,  
(11938315) Titulo: 'Ef�mero mosaico' de Antonio Portillo, Precio: 0, Gratis: true, Direccion: CP: 28009, PASEO FERN�N N��EZ
(11717863) Titulo: 'Nuestra tertulia', Precio: 0, Gratis: true, Direccion: CP: 28007, PLAZA DAOIZ Y VELARDE
(11948122) Titulo: 'Ocho episodios. Relatos extra�os del Metro de Caracas' de Gladys del Rosario, Precio: 0, Gratis: true, Direccion: CP: 28004, CALLE BARCELO
(11912801) Titulo: 'Amores en Quenqu�n' - Carabanchel, Precio: 0, Gratis: true, Direccion: CP: 28019, CALLE VERDAD
(11938034) Titulo: 'Delfos, el lugar sagrado de Apolo y Dionisos: or�culos, sibilas, m�nades y h�roes', Precio: 0, Gratis: true, Direccion: CP: 28005, CALLE SAN JUSTO
(11938865) Titulo: 'El enigma del llanto' de M� Pilar G�ndara, Precio: 0, Gratis: true, Direccion: CP: 28029, AVENIDA MONFORTE DE LEMOS
(11963404) Titulo: 'Futuro en tu pasado. Clinch y l�grimas', de Miriam P. Herranz, Precio: 0, Gratis: true, Direccion: CP: 28009, PASEO FERN�N N��EZ
(11956824) Titulo: 'La curva', de Miguel Velayos y Javier Crist�bal, Precio: 0, Gratis: true, Direccion: CP: 28009, PASEO FERN�N N��EZ
(11958551) Titulo: 'La magia de lo ef�mero' y saga 'El Prisma', Precio: 0, Gratis: true, Direccion: CP: 28015, CALLE CONDE DUQUE
(11959914) Titulo: 'La noche m�s larga' de Carlos Gibaja Freixo, Precio: 0, Gratis: true, Direccion: CP: 28004, CALLE BARCELO
(11965085) Titulo: 'La pianista roja' - Usera, Precio: 0, Gratis: true, Direccion: CP: 28026, AVENIDA RAFAELA YBARRA
(11952723) Titulo: 'Las cuestiones personales' de Pablo Iglesia Guti�rrez, Precio: 0, Gratis: true, Direccion: CP: 28029, AVENIDA MONFORTE DE LEMOS
(11897803) Titulo: 'Las Horas' de Stephen Daldry (2002), Precio: 0, Gratis: true, Direccion: CP: 28004, CALLE BARCELO
(11964975) Titulo: 'Leer y ver Lisboa', Precio: 0, Gratis: true, Direccion: CP: 28029, AVENIDA MONFORTE DE LEMOS
(11961966) Titulo: 'Letras contra la soledad', Precio: 0, Gratis: true, Direccion: CP: 28041, AVENIDA SAN FERMIN
(11940694) Titulo: 'Nada fue en balde' de Mar�a Rosario Sanz Vaquero, Precio: 0, Gratis: true, Direccion: CP: 28029, AVENIDA MONFORTE DE LEMOS
(11897797) Titulo: 'Peque�a Miss Sunshine' de Johathan Dayton y Valerie Faris (2006), Precio: 0, Gratis: true, Direccion: CP: 28004, CALLE BARCELO
(11912811) Titulo: 'S�' - Barajas, Precio: 0, Gratis: true, Direccion: CP: 28042, CALLE BOTICA
(11912812) Titulo: 'S�' - Barajas, Precio: 0, Gratis: true, Direccion: CP: 28002, CALLE SAN ERNESTO
(11912815) Titulo: 'Wake up, woman' - Fuencarral, Precio: 0, Gratis: true, Direccion: CP: 28048, CALLE MIRA EL RIO
(11912853) Titulo: '�Qu� hace el mando de la tele en el frigo?' - Villa de Vallecas, Precio: 0, Gratis: true, Direccion: CP: 28048, CALLE MIRA EL RIO
(11932143) Titulo: �D�a Mundial del Gorri�n, aprendemos de nuestros vecinos los gorriones!, Precio: 0, Gratis: true, Direccion: CP: 28026, CALLE DOCTOR TOLOSA LATOUR
(11965312) Titulo: �Jugamos con las cariocas! Crea tus propios juguetes, Precio: 0, Gratis: true, Direccion: CP: 28026, CALLE DOCTOR TOLOSA LATOUR
(11965295) Titulo: �Las Sevillanas son mucho m�s que un baile!, Precio: 0, Gratis: true, Direccion: CP: 28026, CALLE DOCTOR TOLOSA LATOUR
(11953385) Titulo: �Qu� viva la estulticia!, Precio: 0, Gratis: true, Direccion: CP: 28009, PASEO COLOMBIA
(11908599) Titulo: �Uh! �Qu� le cuento?, Precio: 0, Gratis: true, Direccion: CP: 28009, AVENIDA M�XICO
(11938208) Titulo: �C�mo puede cambiar nuestra vida los vertiginosos avances en inteligencia artificial?, Precio: 0, Gratis: true, Direccion: CP: 28009, PASEO FERN�N N��EZ
(11938757) Titulo: �Qu� hace el mando de la tele en el frigo? (Villa de Vallecas), Precio: 0, Gratis: true, Direccion: CP: 28031, CALLE ZAZUAR
(11663150) Titulo: �Qu� te pasa Nicolasa?, Precio: 0, Gratis: true, Direccion: CP: 28034, PLAZA ISLAS AZORES
(11902646) Titulo: �Qu� te pasa Nicolasa?, Precio: 0, Gratis: true, Direccion: CP: 28035, GLORIETA PRADERA DE VAQUERIZAS
(11400136) Titulo: �Qu� te pasa Nicolasa?, Precio: 0, Gratis: true, Direccion: CP: 28049, Avenida Santuario de Valverde
(11912304) Titulo: �Que te pasa Nicolasa?, Precio: 0, Gratis: true, Direccion: CP: 28029, AVENIDA MONFORTE DE LEMOS
(11958033) Titulo: �Qu� tiene la zarzamora?, Precio: 0, Gratis: true, Direccion: CP: 28031, CALLE MANUEL VELEZ
(11854287) Titulo: �Qui�n vive en este bosque?, Precio: 0, Gratis: true, Direccion: CP: 28049, AVENIDA SANTUARIO DE VALVERDE
(11964076) Titulo: �Qui�n vive en este bosque?, Precio: 0, Gratis: true, Direccion: CP: 28049, AVENIDA SANTUARIO DE VALVERDE
(11964067) Titulo: �Qui�n vive en este bosque?, Precio: 0, Gratis: true, Direccion: CP: 28049, AVENIDA SANTUARIO DE VALVERDE

============= EVENTOS GRATIS CP 28049 ===============

 Total: 33

(11948235) Titulo: Asumir el fracaso y convertirlo en risa, soltar el freno, Precio: 0, Gratis: true, Direccion: CP: 28049, Avenida Santuario de Valverde
(11932246) Titulo: Aves en familia, Precio: 0, Gratis: true, Direccion: CP: 28049, AVENIDA SANTUARIO DE VALVERDE
(11948231) Titulo: Contar cuando hay varios personajes, energ�a, el ritmo, la intenci�n, Precio: 0, Gratis: true, Direccion: CP: 28049, Avenida Santuario de Valverde
(11964123) Titulo: Detectives de El Pardo, Precio: 0, Gratis: true, Direccion: CP: 28049, AVENIDA SANTUARIO DE VALVERDE
(11027070) Titulo: D�a Internacional de los Bosque, Precio: 0, Gratis: true, Direccion: CP: 28049, AVENIDA SANTUARIO DE VALVERDE
(10876077) Titulo: El castillo de las personas perdidas, Precio: 0, Gratis: true, Direccion: CP: 28049, Avenida Santuario de Valverde
(11944364) Titulo: El Color de la Palabra, Precio: 0, Gratis: true, Direccion: CP: 28049, Avenida Santuario de Valverde
(11854288) Titulo: El monte a trav�s de los sentidos, Precio: 0, Gratis: true, Direccion: CP: 28049, AVENIDA SANTUARIO DE VALVERDE
(11092978) Titulo: El monte a trav�s de los sentidos, Precio: 0, Gratis: true, Direccion: CP: 28049, AVENIDA SANTUARIO DE VALVERDE
(10926474) Titulo: El Puente de la Marmota, Precio: 0, Gratis: true, Direccion: CP: 28049, AVENIDA SANTUARIO DE VALVERDE
(11944372) Titulo: Exposici�n de pintura, mosaico y grabado. Teselas en armon�a, Precio: 0, Gratis: true, Direccion: CP: 28049, Avenida Santuario de Valverde
(11682700) Titulo: Guardabosques, Precio: 0, Gratis: true, Direccion: CP: 28049, AVENIDA SANTUARIO DE VALVERDE
(10862450) Titulo: II. Portafotos con tapones de corcho, Precio: 0, Gratis: true, Direccion: CP: 28049, AVENIDA SANTUARIO DE VALVERDE
(10656708) Titulo: II. Tiburones, Precio: 0, Gratis: true, Direccion: CP: 28049, AVENIDA SANTUARIO DE VALVERDE
(10656681) Titulo: I. Master Chef El Pardo, Precio: 0, Gratis: true, Direccion: CP: 28049, AVENIDA SANTUARIO DE VALVERDE
(10581943) Titulo: I. Portafotos con tapones de corcho, Precio: 0, Gratis: true, Direccion: CP: 28049, AVENIDA SANTUARIO DE VALVERDE
(11944337) Titulo: La leyenda del chocolate y el origen del fuego, Precio: 0, Gratis: true, Direccion: CP: 28049, Avenida Santuario de Valverde
(11090196) Titulo: Laberinto en caja de CD I, Precio: 0, Gratis: true, Direccion: CP: 28049, AVENIDA SANTUARIO DE VALVERDE
(10656818) Titulo: Laberinto en caja de CD II, Precio: 0, Gratis: true, Direccion: CP: 28049, AVENIDA SANTUARIO DE VALVERDE
(11944347) Titulo: Mikroconcierto, Precio: 0, Gratis: true, Direccion: CP: 28049, Avenida Santuario de Valverde
(11093012) Titulo: Misterios de La Quinta, Precio: 0, Gratis: true, Direccion: CP: 28049, AVENIDA SANTUARIO DE VALVERDE
(11854292) Titulo: Misterios de La Quinta:, Precio: 0, Gratis: true, Direccion: CP: 28049, AVENIDA SANTUARIO DE VALVERDE
(11471522) Titulo: Mofli el koala, Precio: 0, Gratis: true, Direccion: CP: 28049, AVENIDA SANTUARIO DE VALVERDE
(11090201) Titulo: Nautilus, Precio: 0, Gratis: true, Direccion: CP: 28049, AVENIDA SANTUARIO DE VALVERDE
(11090202) Titulo: Nautilus, Precio: 0, Gratis: true, Direccion: CP: 28049, AVENIDA SANTUARIO DE VALVERDE
(11948222) Titulo: Puesta en escena. Herramientas humor�sticas. Lenguaje corporal, gesto, voz, ritmo, Precio: 0, Gratis: true, Direccion: CP: 28049, Avenida Santuario de Valverde
(11902887) Titulo: Senda de Pe�arrubia, Precio: 0, Gratis: true, Direccion: CP: 28049, AVENIDA SANTUARIO DE VALVERDE
(11902964) Titulo: Senda de Pe�arrubia, Precio: 0, Gratis: true, Direccion: CP: 28049, AVENIDA SANTUARIO DE VALVERDE
(11944333) Titulo: Storytime: A world of magic, Precio: 0, Gratis: true, Direccion: CP: 28049, Avenida Santuario de Valverde
(11400136) Titulo: �Qu� te pasa Nicolasa?, Precio: 0, Gratis: true, Direccion: CP: 28049, Avenida Santuario de Valverde
